UnitCode,ParkName,Date,Comments,Year,MonthName,MonthNumber,Prompt,WordCount,TokenCount,CharacterCount,Output
ARHO,Arlington House The R.E. Lee MEM,2007-11-01,"The Arlington House remains open to the public, eventhough it is undergoing restoration.",2007,November,11,"Comment for November:
The Arlington House remains open to the public, eventhough it is undergoing restoration.",16,21,110,November: No Closures.
ARHO,Arlington House The R.E. Lee MEM,2007-10-01,"The Arlington House remains open to the public, eventhough the furniture is undergoing restoration.  ",2007,October,10,"Comment for October:
The Arlington House remains open to the public, eventhough the furniture is undergoing restoration.  ",17,23,122,October: No Closures.
ARHO,Arlington House The R.E. Lee MEM,2007-09-01,The furniture in the Arlington House is undergoing restoration.  The Arlington House is open to the public.,2007,September,9,"Comment for September:
The furniture in the Arlington House is undergoing restoration.  The Arlington House is open to the public.",20,24,130,September: No Closures.
ARHO,Arlington House The R.E. Lee MEM,2007-12-01,The decrease in total is due to the following: Change in weather No furniture (The furniture is being restored) ,2007,December,12,"Comment for December:
The decrease in total is due to the following: Change in weather No furniture (The furniture is being restored) ",22,27,134,December: No Closures.
ARHO,Arlington House The R.E. Lee MEM,2007-04-01,The Arlington House is currently undergoing a major restoration.  The furniture was taken out of the House for restoration.  The anticipated date of completion is 2010.   ,2007,April,4,"Comment for April:
The Arlington House is currently undergoing a major restoration.  The furniture was taken out of the House for restoration.  The anticipated date of completion is 2010.   ",29,38,190,"April: Arlington House is closed for major restoration, with furniture removed for the project."
GRCA,Grand Canyon NP,2006-01-01,Maswick Lodge closed for remodel,2006,January,1,"Comment for January:
Maswick Lodge closed for remodel",8,10,53,January: Maswick Lodge closed for remodel.
GRCA,Grand Canyon NP,2013-12-01,Butch estimated overnight stay data.,2013,December,12,"Comment for December:
Butch estimated overnight stay data.",8,11,58,December: No Closures.
GRCA,Grand Canyon NP,2013-11-01,Butch estimated some of the camping fields.,2013,November,11,"Comment for November:
Butch estimated some of the camping fields.",10,13,65,November: No Closures.
GRCA,Grand Canyon NP,2013-07-01,Butch estimated some of the camping fields.,2013,July,7,"Comment for July:
Butch estimated some of the camping fields.",10,13,61,July: No Closures.
GRCA,Grand Canyon NP,2013-05-01,Butch estimated some of the camping fields.,2013,May,5,"Comment for May:
Butch estimated some of the camping fields.",10,13,60,May: No Closures.
GRCA,Grand Canyon NP,2019-09-01,"Fee Free Day on September 28, 2019",2019,September,9,"Comment for September:
Fee Free Day on September 28, 2019",10,15,57,September: No Closures.
GRCA,Grand Canyon NP,2006-04-01,Bus Total for Desert View entrance was incorrectly tabulated.,2006,April,4,"Comment for April:
Bus Total for Desert View entrance was incorrectly tabulated.",12,15,80,April: No Closures.
GRCA,Grand Canyon NP,2006-05-01,Entrance fee increased to $25 per vehicle from $20,2006,May,5,"Comment for May:
Entrance fee increased to $25 per vehicle from $20",12,16,67,May: No Closures.
GRCA,Grand Canyon NP,2006-07-01,North Rim closed due to fire from 7/1-7/3,2006,July,7,"Comment for July:
North Rim closed due to fire from 7/1-7/3",11,19,59,July: North Rim was closed from 7/1-7/3 due to a fire.
GRCA,Grand Canyon NP,2019-12-01,Maswik Lodge still has 35 rooms out of service due to construction of new rooms.,2019,December,12,"Comment for December:
Maswik Lodge still has 35 rooms out of service due to construction of new rooms.",18,22,102,December: Maswik Lodge has 35 rooms out of service due to construction.
GRCA,Grand Canyon NP,2006-06-01,"Due to the WARM FIRE, North Rim Closed from 6/26-7/2",2006,June,6,"Comment for June:
Due to the WARM FIRE, North Rim Closed from 6/26-7/2",13,23,70,June: North Rim was closed from 6/26-7/2 due to the Warm Fire.
GRCA,Grand Canyon NP,2019-05-01,The following needs to be confirmed Winter Users at North Rim C.G. Number of Group Campers at N.R. and Mather,2019,May,5,"Comment for May:
The following needs to be confirmed Winter Users at North Rim C.G. Number of Group Campers at N.R. and Mather",23,30,126,May: No Closures.
GRCA,Grand Canyon NP,2013-10-01,Government Shutdown October 1 - 12.  During that time: 2082 vehicles recorderd at Desert View were non recreating.  North Rim Campground and Entrance Station were closed the entire month.,2013,October,10,"Comment for October:
Government Shutdown October 1 - 12.  During that time: 2082 vehicles recorderd at Desert View were non recreating.  North Rim Campground and Entrance Station were closed the entire month.",32,46,208,October: North Rim Campground and Entrance Station were closed the entire month due to the government shutdown from October 1 - 12.
GRCA,Grand Canyon NP,2019-10-01,South Rim Maswick Lodge: 35 rooms (1085 for the month) were removed from last year. Construction of new rooms is currently taking place. Tusayan shuttle: stopped running on September 30th. Desert View Campground: closed October 13th  North Rim  Entrance station: closed 7 days due to high population of Yellow Jackets. Tuweep: very little summer rains = mutch better than average dirt roads.,2019,October,10,"Comment for October:
South Rim Maswick Lodge: 35 rooms (1085 for the month) were removed from last year. Construction of new rooms is currently taking place. Tusayan shuttle: stopped running on September 30th. Desert View Campground: closed October 13th  North Rim  Entrance station: closed 7 days due to high population of Yellow Jackets. Tuweep: very little summer rains = mutch better than average dirt roads.",65,92,412,"October: South Rim Maswick Lodge is under construction, Tusayan shuttle stopped running, and Desert View Campground closed on October 13th. North Rim Entrance station was closed for 7 days due to Yellow Jackets."
GRCA,Grand Canyon NP,2019-01-01,"Non-reportable, non-recreation, and bus numbers are estimated due to partial government shutdown. The park was open, but measured data was not collected for the entire month. Estimates were produced using January 2019's most solid pieces of data, the South Entrance and Desert View traffic counters. The counter showed a 13% decrease in traffic at South Entrance and a 10% decrease in traffic at Desert View compared to January 2018. This decrease was applied across South District and Desert View January 2018 stats where needed to produce the January 2019 stats.  Mather Campground numbers are estimated due to partial government shutdown. Estimate produced from average number of nights/campers from January 26-31, 2019.",2019,January,1,"Comment for January:
Non-reportable, non-recreation, and bus numbers are estimated due to partial government shutdown. The park was open, but measured data was not collected for the entire month. Estimates were produced using January 2019's most solid pieces of data, the South Entrance and Desert View traffic counters. The counter showed a 13% decrease in traffic at South Entrance and a 10% decrease in traffic at Desert View compared to January 2018. This decrease was applied across South District and Desert View January 2018 stats where needed to produce the January 2019 stats.  Mather Campground numbers are estimated due to partial government shutdown. Estimate produced from average number of nights/campers from January 26-31, 2019.",114,155,744,January: No Closures.
